Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE DURING JUNE, 2015",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
462,AZEAGAIA DEVELOPMENT PVT.LTD.,Mauritius,AZEA PROPERTY INVESTMENT LTD,KANPUR,Construction of buildings carried out on own- account basis or on a fee or contract basis,499.90,7.83,
463,AZEAGAIA DEVELOPMENT PVT.LTD.,Mauritius,AZEA PROPERTY INVESTMENT LTD.,KANPUR,Construction of buildings carried out on own- account basis or on a fee or contract basis,103.12,1.61,
464,STERLING PORT LTD,Mauritius,NICHE INVESTEMENT HOLDINGS PVT LTD,MUMBAI,Service activities incidental to water transportation,62.05,0.97,
465,STERLING PORT LTD,Mauritius,NICHE INVESTEMENT HOLDINGS PVT LTD,MUMBAI,Service activities incidental to water transportation,155.77,2.44,
466,STERLING PORT LTD,Mauritius,NICHE INVESTEMENT HOLDINGS PVT LTD,MUMBAI,Service activities incidental to water transportation,261.53,4.10,
467,UNIPHORE SOFTWARE SYSTEMS PRIVATE LIMITE,Mauritius,HAYSTACK INVESTMENTS LIMITED,CHENNAI,Data processing activities including report writing,0.19,0.00,
468,PREMIER TRAVELS (INDIA) PVT LTD,Mauritius,Cycladic India Transportations,HYDERABAD,Other reservation service and related activities,9.00,0.14,
469,PREMIER TRAVELS (INDIA) PVT LTD,Mauritius,Cycladic India Transportations,HYDERABAD,Other reservation service and related activities,7.95,0.12,
470,APEX MEADOWS PVT LTD,Mauritius,SRS Investments (Mauritius) Ltd,HYDERABAD,Construction of buildings carried out on own- account basis or on a fee or contract basis,24.98,0.39,
471,APEX MEADOWS PVT LTD,Mauritius,SRS Investments (Mauritius) Ltd,HYDERABAD,Construction of buildings carried out on own- account basis or on a fee or contract basis,19.99,0.31,
472,KARE PARTNERS GROUP INDIA PVT LTD (AKNC,Mauritius,Kare Partners Mauritius Ltd,NEW DELHI,Hospital activities,6.30,0.10,
473,FOUNDING YEARS LEARNING SOLUTIONS PVT LT,Mauritius,KAIZEN PRIVATE EQUITY,BANGALORE,Other primary education activities n.e.c.,12.66,0.20,
474,FOUNDING YEARS LEARNING SOLUTIONS PVT LT,Mauritius,KAIZEN PRIVATE EQUITY,BANGALORE,Pre-primary education (education preceding the first level),70.91,1.11,
475,INDIA FINSERVE ADVISORS PVT LTD,Mauritius,INDIUM IV (MAURITIUS) HOLDINGS LIMITED,BANGALORE,Activities auxiliary to financial service activities n.e.c.,60.00,0.94,
476,AEQUS PRIVATE LIMITED,Mauritius,AEQUS MANUFACTURING INVESTMENTS PRIVATE,BANGALORE,Manufacture of parts and accessories of the aircraft and spacecraft of this class (major assemblies such,124.99,1.96,
477,BOULEVARD PROJECTS PRIVATE LIMITED,Mauritius,Green Park Buildwell,NEW DELHI,Other specialized construction activities,0.06,0.00,
478,REGUS CENACLE BUSINESS CENTRE PRIVATE LT,Mauritius,Regus Mauritius Company Ltd as a nominee,HYDERABAD,Other business support service activities n.e.c.,0.00,0.00,
479,GOLDVIP TECHNOLOGY SOLUTIONS PRIVATE LIM,Mauritius,Helion Venture Partners III Llc,NEW DELHI,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",2.50,0.04,
480,GOLDVIP TECHNOLOGY SOLUTIONS PRIVATE LIM,Mauritius,Helion Venture Partners III LLC,NEW DELHI,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",166.62,2.61,
481,ADANI ENTERPRISES,Mauritius,SILVER STALLION LTD,AHMEDABAD,Other non-specialised wholesale trade n.e.c.,143.81,2.25,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,LIMITED,,,,,,,
482,ADANI ENTERPRISES LIMITED,Mauritius,SWISS FINANCE CORP MAURITIUS LTD,AHMEDABAD,Other non-specialised wholesale trade n.e.c.,9.85,0.15,
483,WEALTH INDIA FINANCIAL SERVICES P LTD,Mauritius,FC VI India Venture (Mauritius) Ltd,CHENNAI,Security and commodity contracts brokerage,36.96,0.58,
484,DE BEERS INDIAPVT LTD,Mauritius,DE BEERS MAURITIUS PRIVATE LIMITED,MUMBAI,"Mining of gemstones (agate, diamond, emerald, garnet (gem), jasper, rubby/ saphire etc.",15.36,0.24,
485,DE BEERS INDIAPVT LTD,Mauritius,DE BEERS CENTENARY MAURITIUS LTD,MUMBAI,"Mining of gemstones (agate, diamond, emerald, garnet (gem), jasper, rubby/ saphire etc.",9.11,0.14,
486,HCC CONCESSIONS LTD,Mauritius,XANDER INVESTMENT HOLDING XXVI LTD,MUMBAI,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways,",27.46,0.43,
487,EMVITO TECHNOLOGIES PRIVATE LIMITED,Mauritius,SAIF PARTNERS INDIA V LIMITED,BANGALORE,Other information technology and computer service activities n.e.c,0.04,0.00,
488,EMVITO TECHNOLOGIES PRIVATE LIMITED,Mauritius,SAIF PARTNERS INDIA V LIMITED,BANGALORE,Other information technology and computer service activities n.e.c,59.96,0.94,
489,INDIA DRIVERS NETWORK SERVICES PVT LTD,Mauritius,UNITUS SEED MAURITIUS,BANGALORE,Data processing activities including report writing,5.62,0.09,
490,TAQA INDIA POWER (JYOTI ENERGY) VENTURES,Mauritius,Taqa Energy India Limited,MUMBAI,Electric power generation by hydroelectric power plants,43.53,0.68,
491,INDOSPACE AS INDUSTRIAL PARK (ANMOL LOGI,Mauritius,INDOSPACE VENTURES V,MUMBAI,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture,",60.00,0.94,
492,REGUS CENACLE BUSINESS CENTRE PRIVATE LT,Mauritius,Regus International Holdings Ltd,HYDERABAD,Other business support service activities n.e.c.,0.10,0.00,
493,APODIS HOTELS & RESORTS LTD,Mauritius,IIRF India Realty XX Ltd,MUMBAI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",19.44,0.30,
494,NUVO LOGISTICS PRIVATE LIMITED,Mauritius,Saif Partners India V Limited,NEW DELHI,Activities of shipping cargo agents,0.63,0.01,
495,NUVO LOGISTICS PRIVATE LIMITED,Mauritius,Saif Partners India V Limited,NEW DELHI,Activities of shipping cargo agents,311.36,4.88,
496,NUVO LOGISTICS PRIVATE LIMITED,Mauritius,Sequoia Capital India Investments IV,NEW DELHI,Activities of shipping cargo agents,311.99,4.89,
497,HOTEL SUBA STAR(TRUPTI CATERERS & HOTELS,Mauritius,MUNSHI HOLDING COMPANY,MUMBAI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",17.78,0.28,
498,ASHMORE INVESTMENT AND ADVISORS INDIA PR,Mauritius,Ashmore Investments (India) Ltd,NEW DELHI,Other monetary intermediation services n.e.c.,54.18,0.85,
499,REVERSE LOGISTICS CO PVT LTD,Mauritius,Lightbox Ventures I,NEW DELHI,"Manufacture of domestic electric appliances such as refrigerators, washing machines, vacuum cleaners,",301.73,4.72,
500,BIG SHOE BAZAAR INDIA PVT LTD,Mauritius,QUALCOMM ASIA PACIFIC PTE. LIMITED,NEW DELHI,Other non-specialised wholesale trade n.e.c.,75.00,1.17,
501,ZOSTEL HOSPITALITY PRIVATE LIMITED,Mauritius,Saif Partners India Pvt.Ltd.,JAIPUR,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",6.11,0.10,
502,AQUASTONE HOSPITALITY & MANAGEMENT SERVI,Mauritius,Enki Professional Holdings,MUMBAI,Educational support services,30.04,0.47,
503,GREENKO CLEAN ENERGY PROJECTS PVT LTD,Mauritius,Glory Corporation Ltd,HYDERABAD,Electric power generation using other non conventional sources,317.95,4.98,
504,SB INDUSTRIAL ENGINEERING PRIVATE LIMITE,Mauritius,ARJUN GLOBAL HOLDING MAURITIUS,CHENNAI,"Repair and maintenance of mining, construction, and oil and gas field machinery; metallurgy machiner",2.46,0.04,
505,CLOUDCHERRY ANALYTICS PRIVATE LIMITED,Mauritius,IDG VENTURES INDIA FUND II LLC,CHENNAI,"Other data processing, hosting and related activities n.e.c.",0.28,0.00,
506,BIG SHOE BAZAAR INDIA PVT LTD,Mauritius,FIL CAPITAL MANAGEMENT M LIMITED,NEW DELHI,Other non-specialised wholesale trade n.e.c.,29.73,0.47,
507,BIG SHOE BAZAAR INDIA PVT LTD,Mauritius,"NEXUS INDIA DIRECT INVESTMENTS
- II",NEW DELHI,Other non-specialised wholesale trade n.e.c.,30.00,0.47,
508,AMPLIFON INDIA PRIVATE LIMITED (EAR: NHC,Mauritius,NHC Group Mauritius limited,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),7.50,0.12,
509,AMPLIFON INDIA PRIVATE LIMITED (EAR: NHC,Mauritius,NHC Group Mauritius limited,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),22.50,0.35,
510,ORAVEL STAYS PRIVATE LIMITED,Mauritius,GCP-Oyo Ltd,NEW DELHI,Activities of travel agents and tour operators,547.44,8.57,
511,ZOBTREE VENTURES PRIVATE LIMITED,Mauritius,"Helion Venture Partners III, LLC",NEW DELHI,Activities of employment placement agencies,30.15,0.47,
512,ZOBTREE VENTURES PRIVATE LIMITED,Mauritius,"Helion Venture Partners III, LLC",NEW DELHI,Activities of employment placement agencies,0.44,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
513,CYBIZ BRIGHTSTAR RESTAURANTS PRIVATE LIM,Mauritius,Elara IndiaOpportunities Fund Ltd,NEW DELHI,"Cafeterias, fast-food restaurants and other food preparation in market stalls",21.00,0.33,
514,CYBIZ BRIGHTSTAR RESTAURANTS PRIVATE LIM,Mauritius,Elara India Opportunities Fund Ltd,NEW DELHI,"Cafeterias, fast-food restaurants and other food preparation in market stalls",22.09,0.35,
515,DARRAMEKS HOTELS & DEVELOPMENT P. LTD.,Mauritius,Dekram Investments,NEW DELHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes
accommodation in house",15.60,0.24,
516,ELITE TOWNSHIPS PVT LTD,Mauritius,SKYBLE LIMITED,NEW DELHI,Construction of buildings carried out on own- account basis or on a fee or contract basis,55.83,0.87,
517,MOSAIC MEDIA VENTURES PVT LTD,Mauritius,DS GROWTH MAURITIUS,NEW DELHI,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",1.00,0.02,
518,NIRULAS CORNER HOUSE PVT LTD,Mauritius,Navigate Mauritius Ltd,NEW DELHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",62.50,0.98,
519,SWETA LIFE CARE PVT LTD,Mauritius,AHI (Avacare International),MUMBAI,Wholesale of pharmaceutical and medical goods,0.77,0.01,
520,BIG SHOE BAZAAR INDIA PVT LTD,Mauritius,FIL CAPITAL MANAGEMENT M LIMITED,NEW DELHI,Other non-specialised wholesale trade n.e.c.,19.82,0.31,
521,MOSHES FINE FOODS PVT LTD,Mauritius,"South Asia Gastronomy Enterprises,LLC",MUMBAI,Restaurants without bars,20.00,0.31,
522,LINGUANEXT TECHNOLOGIES PVT LTD,Mauritius,"HELION VENTURE PARTNERS III, LLC",MUMBAI,Providing software support and maintenance to the clients,50.00,0.78,
523,BLUE FROG  MEDIA PVT. LTD.,Mauritius,GOLDERA INTERNATIONAL LTD,MUMBAI,Other creative arts and and entertainment activities,11.48,0.18,
524,OZTERN TECHNOLOGY PVT. LTD.,Maldives,MANAVALAN KESAVAN,KOCHI,Other information technology and computer service activities n.e.c,0.37,0.01,
525,AEGON RELIGARE LIFE INSURANCE COMPANY LT,Netherlands,Aegon India Holding B.V,MUMBAI,Life insurance,494.00,7.74,
526,QUANTA TOWERGEN PRIVATE LIMITED,Netherlands,QUANTA SERVICES NETHERLANDS B.V,BANGALORE,Electric power generation using solar energy,117.42,1.84,
527,NUPAS CADMATIC INDIA PVT LTD,Netherlands,NUMERIK CENTRUM GRONIGEN BV,PANAJI,Providing software support and maintenance to the clients,2.50,0.04,
528,IRONMAN MEDIA AND ADVISORY SERVICES PVT,Netherlands,S V KHANDEKAR,MUMBAI,Publishing of journals and periodicals,0.29,0.00,
529,RHI INDIA PVT LTD,Netherlands,VRD AMERICAS B V,MUMBAI,Other non-specialised wholesale trade n.e.c.,0.50,0.01,
530,AMPLIFON INDIA PRIVATE LIMITED (EAR: NHC,Netherlands,Amplifon Nederland BV,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),15.00,0.23,
531,AMPLIFON INDIA PRIVATE LIMITED (EAR: NHC,Netherlands,Amplifon Nederland BV,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),45.00,0.70,
532,AMPLIFON INDIA PRIVATE LIMITED (EAR: NHC,Netherlands,Amplifon Nederland BV,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),12.50,0.20,
533,AMPLIFON INDIA PRIVATE LIMITED (EAR: NHC,Netherlands,Amplifon Nederland BV,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),37.50,0.59,
534,LUMILEDS INDIA PRIVATE LIMITED,Netherlands,Koninklijke Philips NV,NEW DELHI,Manufacture of electric lighting equipment,401.00,6.28,
535,SNC LAVALIN INFRASTRUCTURE PRIVATE LIMIT,Netherlands,SNC-Lavalin Europe B.V.,NEW DELHI,Architectural and engineering activities and related technical consultancy,30.61,0.48,
536,ELEMENTION HEALTH & SPORT PVT L (ACTIVE,Netherlands,PARFLOR B.V.,NEW DELHI,Sports and recreation education,2.15,0.03,
537,VIRTUSA TECHNOLOGIES INDIA PVT LTD,Netherlands,virtusa international B.V,HYDERABAD,Other information technology and computer service activities n.e.c,0.01,0.00,
538,JLT INDEPENDENT INSURANCE BROKERS PVT LT,Netherlands,JLT ASIA HOLDINGS BV,MUMBAI,Activities of insurance agents and brokers,67.88,1.06,
539,JLT INDEPENDENT INSURANCE BROKERS PVT LT,Netherlands,JLT ASIA HOLDINGS BV,MUMBAI,Activities of insurance agents and brokers,28.60,0.45,
540,API HEAT TRANSFEER INDIA PVT LTD,Netherlands,Thermasys Netherlands Cooperative U.A,MUMBAI,Manufacture of other fabricated metal products n.e.c.,7.78,0.12,
541,DIAGEO RADICO DISTILLERIES PVT LTD,Netherlands,Diageo Highlands holding B.V.,CHANDIGARH`,"Distilling, rectifying and blending of spirits",175.00,2.74,
542,DIAGEO RADICO DISTILLERIES PVT LTD,Netherlands,Diageo Highlands Holding B.V,CHANDIGARH`,"Distilling, rectifying and blending of spirits",378.00,5.92,
543,DIAGEO RADICO DISTILLERIES PVT LTD,Netherlands,Diageo Highlands Holding B.V,CHANDIGARH`,"Distilling, rectifying and blending of spirits",57.50,0.90,
544,DIAGEO RADICO DISTILLERIES PVT LTD,Netherlands,Diageo Highlands Holding B.V,CHANDIGARH`,"Distilling, rectifying and blending of spirits",17.50,0.27,
545,SHUBHRAM HOSPITAL SOLUTIONS PRIVATE LIMI,Netherlands,Hygeia Investments B.V.,NEW DELHI,Other human health activities n.e.c. (including independent ambulance activities),9.28,0.15,
,,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
546,NSKI MANAGEMENT CONSULTANCY PVT LTD,Netherlands,Steven Ten Napel,HYDERABAD,Management consultancy activities,0.05,0.00,
547,PENTA AUTOMATION SYSTEMS PRIVATE LIMITED,Netherlands,MANDERS INDUSTRIES BV,AHMEDABAD,Manufacture of other special-purpose machinery n.e.c.,2.39,0.04,
548,"VISTAPRINT INDIA MARKETING SOLUTIONS
PVT",Netherlands,Cimpress N.V.,MUMBAI,Other service activities related to printing n.e.c.,91.96,1.44,
549,KERRY INGREDIENTS INDIA PVT LTD,Netherlands,KERRY GROUP BV,MUMBAI,Manufacture of other bakery products n.e.c.,"1,375.00",21.53,
550,GODREJ REDEVELOPERS (MUMBAI) PVT LTD,Netherlands,SHUBH PROPERTIES COOPERATIEL SA,MUMBAI,Construction of buildings carried out on own- account basis or on a fee or contract basis,11.36,0.18,
551,GODREJ REDEVELOPERS (MUMBAI) PVT LTD,Netherlands,SHUBH PROPERTIES COOPERATIEF UA,MUMBAI,Construction of buildings carried out on own- account basis or on a fee or contract basis,215.77,3.38,
552,ANGLO AMERICAN EXPLORATION INDIA PRIVATE,Netherlands,Anglo American Exploration India B.V.,NEW DELHI,Support activities for other mining and quarrying,4.98,0.08,
553,ARS TRAFFIC & TRANSPORT ACCIDENT RESPONS,Netherlands,ARS TRAFFIC & TRANSPORT TECHNOLOGY BV,KOCHI,"Support service at railway stations, bus stations, bridges etc.",0.00,0.00,
554,GENEXIS INDIA PRIVATE LIMITED,Netherlands,Genexis International B.V.,NEW DELHI,"Construction/erection and maintenance of power, telecommunication and transmission lines",5.57,0.09,
555,STAAH HOTEL SOFTWARE PRIVATE LIMITED,NewZealand,STAAH LIMITED,AHMEDABAD,Data processing activities including report writing,0.10,0.00,
556,STAAH HOTEL SOFTWARE PRIVATE LIMITED,NewZealand,GAVIN GERAD JEDDO,AHMEDABAD,Data processing activities including report writing,0.00,0.00,
557,LANZATECH PRIVATE LIMITED,NewZealand,Lanzatech New Zealand Ltd,NEW DELHI,Installation of industrial machinery and equipment,30.00,0.47,
558,FIRSTLINE CHEMICALS & RESINS PRIVATE LIM,NewZealand,FIRST LINE CHEMICALS PRIVATE (NZ) LIMITE,BANGALORE,Manufacture of organic and inorganic chemical compounds n.e.c.,2.34,0.04,
559,UTKARSH MICRO FINANCE PVT LTD,Norway,"NMI Frontier Funds Ks Akersgaton 20,0158",KANPUR,Other credit granting,66.00,1.03,
560,RAHA POLY PRODUCTS LIMITED,Oman,Poly Products LLC,HYDERABAD,Manufacture of mattresses and pillows,2.34,0.04,
561,AATCO FOODS (B I) INDIA PL,Oman,Ali & Abdul Karim LLC,MUMBAI,Preservation of fruit and vegetables n.e.c.,35.00,0.55,
562,GALFAR ENGINEERING & CONTRACTING INDIA P,Oman,Galfar Engineering & Contracting SAOG,CHENNAI,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways,",162.00,2.54,
563,LARSEN & TOUBRO LTD.,Oman,VARIOUS INVESTORS,MUMBAI,Construction and maintenance of power plants,6.21,0.10,
564,JKS ENGINEERING PRIVATE LIMITED,Oman,Sajeevan Vasudevan,CHENNAI,"Manufacture of bathing tubs, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary-ware",0.03,0.00,
565,JKS ENGINEERING PRIVATE LIMITED,Oman,Kiran Navinchandra Asher,CHENNAI,"Manufacture of bathing tubs, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary-ware",2.93,0.05,
566,JKS ENGINEERING PRIVATE LIMITED,Oman,Sajeevan Vasudevan,CHENNAI,"Manufacture of bathing tubs, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary-ware",2.60,0.04,
567,JKS ENGINEERING PRIVATE LIMITED,Oman,Yusufi Ismailji Nalwalla,CHENNAI,"Manufacture of bathing tubs, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary-ware",1.88,0.03,
568,JKS ENGINEERING PRIVATE LIMITED,Oman,Kiran Navinchandra Asher,CHENNAI,"Manufacture of bathing tubs, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary-ware",0.08,0.00,
569,PRESIDENCY INFRA HEIGHTS PRIVATE LIMITED,Oman,Owais Usmani,NEW DELHI,Construction of buildings carried out on own- account basis or on a fee or contract basis,130.00,2.04,
570,PRESIDENCY INFRA HEIGHTS PRIVATE LIMITED,Oman,Owais Usmani,NEW DELHI,Construction of buildings carried out on own- account basis or on a fee or contract basis,275.00,4.31,
571,HAMLAI INDUSTRIES PRIVATE LIMITED,Oman,SUJAY HAMLAI,AHMEDABAD,Manufacture of other articles n.e.c.,0.50,0.01,
572,RAHA POLY PRODUCTS LIMITED,Oman,POLY PRODUCTS LLC,HYDERABAD,"Manufacture of bedding, quilts pillows, sleeping bags etc.",6.59,0.10,
573,SOFTLINE SERVICES INDIA PVT LTD,Panama,Softline Overseas Corp.,MUMBAI,Computer consultancy and computer facilities management activities,9.42,0.15,
574,ANDHRA PRADESH GRANITE (MIDWEST) PRIVATE,Portugal,Magti Marble and Granit Trading S A,HYDERABAD,"MINING/QUARRYING OF LIMESTONE, LIMESHELL, KANKAR AND OTHER CALCAREOUSMINERALS INCLUDING CALCITE, CHALK",4.00,0.06,
575,MEXO IMPEX PVT. LTD.,Qatar,OOMMAN KATTAPURATHU JOHN,KOCHI,Wholesale trade via e-commerce excluding activities of commission agents,0.11,0.00,
576,SMARTRON INDIA PVT LTD,Saudi Arabia,King Adulaziz City for Science and Techn,HYDERABAD,Computer consultancy and computer facilities management activities,75.25,1.18,
,,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
577,OKAM CONSUMER PRODUCTS INDIA PVT LTD,Saudi Arabia,OMER KASSIMALESAYI COMPANY FOR MARKETING,MUMBAI,Wholesale of raw milk & dairy products,44.28,0.69,
578,LIBERTY DATA ANALYTICS PVT LTD,Singapore,LIBERTY CITYSTATE HOLDINGS PTE LTD,MUMBAI,"Other data processing, hosting and related activities n.e.c.",89.71,1.40,
